#mOTUs2_clade	unnamed sample
k__Bacteria	0.8952181311
k__Bacteria|p__Proteobacteria	0.0374218775
k__Bacteria|p__Firmicutes	0.1207396491
k__Bacteria|p__Actinobacteria	0.0016468578
k__Bacteria|p__Fusobacteria	0.0001447920
k__Bacteria|p__Bacteroidetes	0.7346722986
k__Bacteria|p__Bacteria phylum incertae sedis	0.0005926561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.0131118974
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.0234794305
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.0008305497
k__Bacteria|p__Firmicutes|c__Clostridia	0.1062439615
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.0020979352
k__Bacteria|p__Firmicutes|c__Negativicutes	0.0004386809
k__Bacteria|p__Firmicutes|c__Bacilli	0.0006633582
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]	0.0013884247
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]	0.0001227663
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]	0.0090502163
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis	0.0007343059
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.0009770600
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.0006697978
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.0001447920
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	0.7346722986
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis	0.0005926561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0002413429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.0124619080
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	0.0004086465
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.0234794305
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.0008305497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	0.1062439615
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.0020979352
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0004386809
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0006633582
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]	0.0013884247
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Erysipelotrichia]|o__Firmicutes order [Clostridiales/Erysipelotrichales]	0.0001227663
k__Bacteria|p__Firmicutes|c__Firmicutes class [Negativicutes/Bacilli]|o__Firmicutes order [Acidaminococcales/Lactobacillales]	0.0090502163
k__Bacteria|p__Firmicutes|c__Firmicutes class incertae sedis|o__Firmicutes order incertae sedis	0.0007343059
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0003622935
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0006147665
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0006697978
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.0001447920
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	0.7346722986
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis	0.0005926561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0002413429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	0.0124619080
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0004086465
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.0023680812
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales fam. incertae sedis	0.0211113493
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0008305497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.0265516329
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	0.0025669953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0192654552
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.0040847090
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0.0369085953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]	0.0006880267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]	0.0017426298
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis	0.0144359173
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0020979352
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0004386809
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0006633582
k__Bacteria|p__Firmicutes|c__Firmicutes class [Clostridia/Bacilli]|o__Firmicutes order [Clostridiales/Lactobacillales]|f__Firmicutes fam. [Lachnospiraceae/Lactobacillaceae]	0.0013884247
