tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_0	na	0.02714956428571429	2.431560624882359	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_1	na	0.026148875238095233	1.9756358589243752	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_2	na	0.026859135238095258	1.7919498083824832	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_3	na	0.02586097619047618	1.2864317506666207	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_4	na	0.02485267809523806	2.127676072820388	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_5	na	0.024023881428571415	1.4791176683310858	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_6	na	0.026623641428571435	1.4584280591599728	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_7	na	0.028568439047619073	1.749899444809546	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_8	na	0.027485435714285734	1.1493342951725074	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.bracken_2.2.profile	marmgCAMI2_short_read_sample_9	na	0.024786913333333323	2.3958721569490473	na	0.0	0.0	na	0.0	0.0	2.0	na	0.0	na	na	na
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_9	0.9999999999999999	0.042746942728571345	0.6131631278814977	0.14352985999999998	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.10304899951817112	0.09379924162608941	0.07176493
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_8	1.0	0.0479625063895238	0.7146417671112691	0.19099602000000002	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.15933744615038398	0.14503519375662086	0.09549801
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_6	1.0	0.04673363485904755	0.6671619084276101	0.17997578000000009	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.13980487239381575	0.12725587892641052	0.08998789000000004
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_5	1.0	0.043620058324761894	0.6691084446837295	0.15600805999999995	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.12990776638890905	0.11824714481066043	0.07800402999999997
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_7	0.9999999899999998	0.0493610578771428	0.6084649621286083	0.20618514999999996	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.13898556839782147	0.12651011629072442	0.10309257551546287
marmgCAMI2_short_read_sample_0-9.ccmetagen_1.1.3.profile	marmgCAMI2_short_read_sample_3	1.0	0.04830839967809515	0.6804054341333127	0.19773181999999997	1.0	0.6666666666666666	0.8	2.0	1.0	0.0	3.0	0.6666666666666666	0.140482597419226	0.1278727708294056	0.09886590999999999
