tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
motus_strain.profile	strmgCAMI2_short_read_sample_1	0.9999999999999999	0.01900981706910629	0.9465640914863716	0.20640153382526585	1.0	1.0	1.0	5.0	0.0	0.0	5.0	1.0	0.9073298820988335	0.5637557529178591	0.10320081851304219
motus_strain.profile	strmgCAMI2_short_read_sample_8	1.0	0.017488841091334906	0.9551445743500496	0.17537529078587835	1.0	1.0	1.0	5.0	0.0	0.0	5.0	1.0	0.7710964734852598	0.47910917689211135	0.08768764539293918
motus_strain.profile	strmgCAMI2_short_read_sample_7	1.0	0.009501195641267035	0.9539642856480561	0.05105469572966996	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.7049744603542638	0.5085315789532348	0.025527347864834977
motus_strain.profile	strmgCAMI2_short_read_sample_6	0.9999999999999999	0.00899924839047189	0.9477801563989284	0.054172264345443887	1.0	1.0	1.0	5.0	0.0	0.0	5.0	1.0	0.6284534181156584	0.390480063418657	0.02708611862966263
motus_strain.profile	strmgCAMI2_short_read_sample_5	1.0000000000000002	0.021155512695956252	0.9430814987232649	0.25096199244468254	1.0	1.0	1.0	5.0	0.0	0.0	5.0	1.0	0.7375813768605723	0.45828507652405215	0.12548105896287073
motus_strain.profile	strmgCAMI2_short_read_sample_4	1.0000000000000002	0.010258186923419033	0.9581074843215801	0.07719799328210168	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.6672318611319041	0.4813060485890558	0.03859899664105084
motus_strain.profile	strmgCAMI2_short_read_sample_3	1.0	0.021581594435356198	0.94908225679418	0.25051438431332707	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.6754165715506505	0.4872100691551746	0.12525719215666353
motus_strain.profile	strmgCAMI2_short_read_sample_20	0.9999999999999997	0.00806278023793049	0.949948176872103	0.04272039481265236	1.0	1.0	1.0	5.0	0.0	0.0	5.0	1.0	0.6132918279526394	0.3810596377868979	0.02136019740632618
motus_strain.profile	strmgCAMI2_short_read_sample_2	1.0000000000000002	0.0178985950012186	0.9514742883239103	0.2075351460146069	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.5085935941309288	0.3668727280402926	0.10376752112354289
motus_strain.profile	strmgCAMI2_short_read_sample_19	1.0000000000000002	0.009967116730171668	0.9514838647834458	0.06438484196330992	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.7798654708469054	0.5625540236756834	0.032192437077873504
motus_strain.profile	strmgCAMI2_short_read_sample_9	1.0	0.008765065193534614	0.9530577582484425	0.0346247612952624	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.7049974706799372	0.6417163524855825	0.01731238930382585
motus_strain.profile	strmgCAMI2_short_read_sample_17	0.9999999999999997	0.009894938759576427	0.9529312961536781	0.06631822149049514	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.7477850606448038	0.5394128993215556	0.03315911074524757
motus_strain.profile	strmgCAMI2_short_read_sample_16	1.0000000000000002	0.010036238381470856	0.9570421322952902	0.07538897909092042	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.6883646019648111	0.4965500987890691	0.037694508392714404
motus_strain.profile	strmgCAMI2_short_read_sample_15	1.0	0.01753633664858031	0.9533267251682555	0.20121160789858736	1.0	1.0	1.0	5.0	0.0	0.0	5.0	1.0	0.5900605821737661	0.3666252532111434	0.10060580394929367
motus_strain.profile	strmgCAMI2_short_read_sample_14	1.0	0.022669912977921494	0.947313421504576	0.27218205167137727	0.8	1.0	0.888888888888889	4.0	0.0	1.0	4.0	0.8	0.5709094888911646	0.41182414420986796	0.13609102583568863
