tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_0	0.9609929999999999	0.010791482476190406	0.3563506479366447	0.09079899999999995	0.9402985074626866	0.984375	0.9618320610687023	63.0	1.0	4.0	64.0	0.9264705882352942	2.8293480516359706	0.6803144005073443	0.04739771663683393
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_1	0.9610600000000002	0.009788839238095245	0.31505986836821864	0.06727200000000003	0.9166666666666666	0.9565217391304348	0.9361702127659574	66.0	3.0	6.0	69.0	0.88	3.0757965524452646	0.726433439760115	0.0351207288104623
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_2	0.9567180000000002	0.009075876095238104	0.3394791140428973	0.06223200000000004	0.9558823529411765	0.9848484848484849	0.9701492537313432	65.0	1.0	3.0	66.0	0.9420289855072463	2.9273740214005777	0.6987148587772853	0.03258922867131551
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_3	0.9516149999999997	0.010405196476190379	0.3675952591788586	0.08216300000000004	0.9324324324324325	0.9583333333333334	0.9452054794520548	69.0	3.0	5.0	72.0	0.8961038961038961	3.0581091197482233	0.7150684749857936	0.04324493603762215
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_4	0.9605210000000003	0.011252307333333291	0.3699516697287151	0.08697499999999989	0.90625	0.9830508474576272	0.943089430894309	58.0	1.0	6.0	59.0	0.8923076923076924	2.960067630120144	0.725944928977723	0.04529898370903228
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_5	0.9686630000000004	0.0120740277142857	0.33812456182160155	0.09868100000000016	0.9242424242424242	0.953125	0.9384615384615383	61.0	3.0	5.0	64.0	0.8840579710144928	2.9658434274716505	0.7131346008110795	0.05102501430992063
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_6	0.9754329999999998	0.01366760190476189	0.37531740003946545	0.10107500000000004	0.9571428571428572	0.9571428571428572	0.9571428571428572	67.0	3.0	3.0	70.0	0.9178082191780822	3.0124071499218212	0.7090527300364158	0.05187741583489147
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_7	0.9727149999999999	0.013793090666666626	0.3571709948686467	0.10646699999999994	0.9545454545454546	0.9692307692307692	0.9618320610687022	63.0	2.0	3.0	65.0	0.9264705882352942	2.9346343573669	0.7030096077885626	0.05474515046727764
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_8	0.9749670000000004	0.010513881333333343	0.3788239599920334	0.08704900000000013	0.9305555555555556	0.9571428571428572	0.943661971830986	67.0	3.0	5.0	70.0	0.8933333333333333	2.8930856238920373	0.6809671328468974	0.04472360698877971
sylph_marmg_v0.5.profile	marmgCAMI2_short_read_sample_9	0.9793080000000005	0.01387128714285717	0.3729201868509146	0.11318199999999994	0.9193548387096774	0.9661016949152542	0.9421487603305785	57.0	2.0	5.0	59.0	0.890625	2.974621214529049	0.729514138239224	0.057933374213910496
