rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	marmgCAMI2_short_read_sample_9	0.03935302428571431	0.6863581172228788	0.24769999999999986	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.39903087774580237	0.5756798684854393	0.14135707356046331
superkingdom	marmgCAMI2_short_read_sample_0	0.03935302428571431	0.6863581172228788	0.1786000000000001	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4320408633479177	0.6233032110134272	0.09805644010102126
superkingdom	marmgCAMI2_short_read_sample_1	0.03935302428571431	0.6863581172228788	0.18009999999999995	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4080945268298861	0.5887559500714048	0.09896148140007689
superkingdom	marmgCAMI2_short_read_sample_2	0.03935302428571431	0.6863581172228788	0.19819999999999993	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4327200051043669	0.6242830054575171	0.11000111000110996
superkingdom	marmgCAMI2_short_read_sample_3	0.03935302428571431	0.6863581172228788	0.21989999999999996	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4227009392737071	0.6098285488692842	0.12353238582102127
superkingdom	marmgCAMI2_short_read_sample_8	0.03935302428571431	0.6863581172228788	0.21750000000000008	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4297500779243127	0.6199983062430515	0.12201963534361855
superkingdom	marmgCAMI2_short_read_sample_5	0.03935302428571431	0.6863581172228788	0.2661000000000001	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4145617273858306	0.5980861482419002	0.15346905819251405
superkingdom	marmgCAMI2_short_read_sample_6	0.03935302428571431	0.6863581172228788	0.24259999999999984	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4225889242090932	0.6096669452910608	0.13804483896665518
superkingdom	marmgCAMI2_short_read_sample_7	0.03935302428571431	0.6863581172228788	0.20509999999999984	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.4069922469388919	0.5871656963389957	0.11426820435678858
superkingdom	marmgCAMI2_short_read_sample_4	0.03935302428571431	0.6863581172228788	0.2295000000000001	1.0	1.0	1.0	2.0	0.0	0.0	2.0	1.0	0.39336137919739556	0.5675005110453256	0.1296243998870376
phylum	marmgCAMI2_short_read_sample_0	0.03935302428571431	0.6863581172228788	0.1955399999999999	0.7647058823529411	1.0	0.8666666666666666	13.0	0.0	4.0	13.0	0.7647058823529411	1.272387463829643	0.496067284965381	0.09482842233904289
phylum	marmgCAMI2_short_read_sample_8	0.03935302428571431	0.6863581172228788	0.16311	0.6086956521739131	0.9333333333333333	0.7368421052631579	14.0	1.0	9.0	15.0	0.5833333333333334	1.264452715207478	0.46692366141987696	0.0797685825928335
phylum	marmgCAMI2_short_read_sample_7	0.03935302428571431	0.6863581172228788	0.19609000000000013	0.7	1.0	0.8235294117647058	14.0	0.0	6.0	14.0	0.7	1.2516688421636906	0.474286340094843	0.09559816496765298
phylum	marmgCAMI2_short_read_sample_6	0.03935302428571431	0.6863581172228788	0.17709000000000003	0.6818181818181818	0.9375	0.7894736842105263	15.0	1.0	7.0	16.0	0.6521739130434783	1.3183847846881025	0.47550679771324733	0.08641866865767786
phylum	marmgCAMI2_short_read_sample_5	0.03935302428571431	0.6863581172228788	0.15041000000000004	0.75	1.0	0.8571428571428571	15.0	0.0	5.0	15.0	0.75	1.3098305011420188	0.4836802879831775	0.07339973355325766
phylum	marmgCAMI2_short_read_sample_4	0.03935302428571431	0.6863581172228788	0.1783599999999999	0.6666666666666666	0.8571428571428571	0.75	12.0	2.0	6.0	14.0	0.6	1.3814109380843274	0.5234486278802135	0.08610601525538279
phylum	marmgCAMI2_short_read_sample_3	0.03935302428571431	0.6863581172228788	0.18182	0.6363636363636364	1.0	0.7777777777777778	14.0	0.0	8.0	14.0	0.6363636363636364	1.3723897551383781	0.5200302925357273	0.08822273547735965
phylum	marmgCAMI2_short_read_sample_2	0.03935302428571431	0.6863581172228788	0.18725000000000003	0.7272727272727273	0.9411764705882353	0.8205128205128205	16.0	1.0	6.0	17.0	0.6956521739130435	1.3667337494109018	0.48239704654722365	0.0906863101205438
phylum	marmgCAMI2_short_read_sample_1	0.03935302428571431	0.6863581172228788	0.21097999999999995	0.7619047619047619	1.0	0.8648648648648648	16.0	0.0	5.0	16.0	0.7619047619047619	1.2572533515267827	0.45345829384717956	0.10276868521549372
phylum	marmgCAMI2_short_read_sample_9	0.03935302428571431	0.6863581172228788	0.1527599999999999	0.6666666666666666	0.9333333333333333	0.7777777777777778	14.0	1.0	7.0	15.0	0.6363636363636364	1.280380761461426	0.47280540107428404	0.07448074110190148
class	marmgCAMI2_short_read_sample_0	0.03935302428571431	0.6863581172228788	0.21520999999999993	0.64	0.8888888888888888	0.7441860465116279	16.0	2.0	9.0	18.0	0.5925925925925926	1.2939925074273955	0.44769068334976503	0.12087393636440223
class	marmgCAMI2_short_read_sample_9	0.03935302428571431	0.6863581172228788	0.26863	0.5862068965517241	0.8947368421052632	0.7083333333333333	17.0	2.0	12.0	19.0	0.5483870967741935	1.2595732319692552	0.42778038223289505	0.15672421136152814
class	marmgCAMI2_short_read_sample_1	0.03935302428571431	0.6863581172228788	0.22003	0.6129032258064516	0.9047619047619048	0.7307692307692307	19.0	2.0	12.0	21.0	0.5757575757575758	1.3945083696664209	0.4580384602812061	0.12415851752371387
class	marmgCAMI2_short_read_sample_2	0.03935302428571431	0.6863581172228788	0.25843000000000005	0.6428571428571429	0.8571428571428571	0.7346938775510204	18.0	3.0	10.0	21.0	0.5806451612903226	1.444365152411361	0.47441435625989403	0.14632392492143934
class	marmgCAMI2_short_read_sample_3	0.03935302428571431	0.6863581172228788	0.24397000000000005	0.5806451612903226	0.9	0.7058823529411764	18.0	2.0	13.0	20.0	0.5454545454545454	1.4313354110410632	0.4777914981511337	0.14024246535182772
