rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	marmgCAMI2_short_read_sample_9	0.07724055354293659	6.391756560955611	0.16620000000000004	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.08310000000000002
superkingdom	marmgCAMI2_short_read_sample_0	0.07724055354293659	6.391756560955611	0.28962	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.14481
superkingdom	marmgCAMI2_short_read_sample_1	0.07724055354293659	6.391756560955611	0.23912000000000003	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.11956000000000003
superkingdom	marmgCAMI2_short_read_sample_2	0.07724055354293659	6.391756560955611	0.2566399999999999	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.12831999999999996
superkingdom	marmgCAMI2_short_read_sample_3	0.07724055354293659	6.391756560955611	0.23367999999999994	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.11683999999999997
superkingdom	marmgCAMI2_short_read_sample_8	0.07724055354293659	6.391756560955611	0.24129999999999996	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.12064999999999998
superkingdom	marmgCAMI2_short_read_sample_5	0.07724055354293659	6.391756560955611	0.18611999999999995	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.09305999999999996
superkingdom	marmgCAMI2_short_read_sample_6	0.07724055354293659	6.391756560955611	0.22388000000000005	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.11194000000000004
superkingdom	marmgCAMI2_short_read_sample_7	0.07724055354293659	6.391756560955611	0.25439999999999996	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.12719999999999998
superkingdom	marmgCAMI2_short_read_sample_4	0.07724055354293659	6.391756560955611	0.17569999999999997	0.5	1.0	0.6666666666666666	1.0	0.0	1.0	1.0	0.5	0.0	0.0	0.08784999999999998
