tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_0	0.999999	0.010434993142857158	0.9617810540032459	1.0000000000331967e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	9.99999500028589e-07	0.0	5.000002500167233e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_7	0.999998	0.00873963390476189	0.9440806956805361	1.9999999999242845e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.9999979999451557e-06	0.0	1.0000009999631422e-06
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_6	0.999999	0.007449789619047628	0.951980127998339	1.0000000000331967e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	9.99999500028589e-07	0.0	5.000002500167233e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_5	1.0000000000000002	0.012281242000000008	0.9453043099775477	2.842170943040401e-16	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-2.220446049250313e-16	0.0	1.4210854715202002e-16
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_4	1.0000000000000002	0.007392803047619107	0.9574749214325762	1.4210854715202004e-16	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-2.220446049250313e-16	0.0	7.105427357601002e-17
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_3	1.0	0.010757400428571406	0.9647950600607783	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_20	1.0000010000000001	0.01074058914285713	0.957310317415302	1.0000000000331967e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-1.0000005001396114e-06	0.0	4.999997500167233e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_2	1.0	0.011315209285714273	0.9608926063106383	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_19	1.0000000000000002	0.01101750690476194	0.9564407188559062	1.4210854715202004e-16	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-2.220446049250313e-16	0.0	7.105427357601002e-17
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_8	1.0	0.014298006428571422	0.9516717784018054	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_18	0.999998	0.010050262142857137	0.9539498593462699	1.9999999999242845e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.9999979999451557e-06	0.0	1.0000009999631422e-06
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_16	1.000002	0.008998041857142867	0.9558384185712588	2.0000000000663933e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-2.000002000056178e-06	0.0	9.999990000341966e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_15	0.999999	0.008724806476190472	0.9526852114950561	1.0000000000331967e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	9.99999500028589e-07	0.0	5.000002500167233e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_14	0.9999979999999998	0.008212681666666655	0.9552863603802279	2.0000000002085017e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.9999980001672e-06	0.0	1.000001000105251e-06
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_13	0.9999999999999999	0.00859220152380952	0.9641909058645826	1.4210854715202004e-16	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.1102230246251564e-16	0.0	7.105427357601002e-17
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_12	0.9999999999999999	0.013121474190476221	0.9609110473763953	1.4210854715202004e-16	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.1102230246251564e-16	0.0	7.105427357601002e-17
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_11	0.999998	0.014235026904761885	0.9495719393404287	1.9999999999242845e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.9999979999451557e-06	0.0	1.0000009999631422e-06
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_10	1.0	0.008806482428571466	0.9553366820586823	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_1	0.9999989999999999	0.010045700238095256	0.9503475383930927	1.000000000175305e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	9.999995001396112e-07	0.0	5.000002500877776e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_17	1.0000009999999997	0.019359111904761875	0.959041605374773	9.999999997489794e-07	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-1.0000004996955218e-06	0.0	4.999997498746149e-07
strmg_sylph_v0.5.profile	strmgCAMI2_short_read_sample_9	1.0000019999999998	0.007362470904761909	0.9496256106375168	1.9999999999242845e-06	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	-2.0000019998341327e-06	0.0	9.999989999631423e-07
