tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
sylph.profile	marmgCAMI2_short_read_sample_0	1.0000109999999984	0.010903953047618946	0.36183516115397124	0.24874499999999997	0.9140625	0.8666666666666667	0.8897338403041826	234.0	36.0	22.0	270.0	0.8013698630136986	4.272292629098523	0.7631244412064444	0.13138650275639896
sylph.profile	marmgCAMI2_short_read_sample_1	0.9999970000000016	0.010003745333333368	0.2995216209806135	0.19277900000000003	0.92	0.8903225806451613	0.9049180327868852	276.0	34.0	24.0	310.0	0.8263473053892215	4.71230496035125	0.821449589752746	0.10112323008513006
sylph.profile	marmgCAMI2_short_read_sample_2	0.9999970000000001	0.009245576190476225	0.3353639863396895	0.19543700000000008	0.9306569343065694	0.8614864864864865	0.8947368421052633	255.0	41.0	19.0	296.0	0.8095238095238095	4.5025557088832375	0.7912603316231245	0.10304070708183753
sylph.profile	marmgCAMI2_short_read_sample_3	1.0000009999999986	0.010895430095238037	0.36421382744569464	0.22324299999999983	0.9133858267716536	0.8765743073047859	0.8946015424164525	348.0	49.0	33.0	397.0	0.8093023255813954	4.737638645682766	0.79172611863753	0.11894234165787117
sylph.profile	marmgCAMI2_short_read_sample_4	0.9999999999999999	0.011672512761904716	0.3584009754524677	0.254078	0.9133574007220217	0.8605442176870748	0.8861646234676007	253.0	41.0	24.0	294.0	0.7955974842767296	4.404113727351743	0.7748837717841964	0.13792695372722732
sylph.profile	marmgCAMI2_short_read_sample_5	1.0000030000000006	0.0122195338095238	0.341361243777129	0.2579989999999997	0.9365558912386707	0.8985507246376812	0.9171597633136095	310.0	35.0	21.0	345.0	0.8469945355191257	4.472792004698084	0.7654244899143512	0.13883655591448713
sylph.profile	marmgCAMI2_short_read_sample_6	0.9999959999999996	0.013912765714285694	0.38900349314162064	0.28937999999999986	0.9202453987730062	0.8797653958944281	0.8995502248875561	300.0	41.0	26.0	341.0	0.8174386920980926	4.598102549772598	0.7884422513113447	0.15427461927147915
sylph.profile	marmgCAMI2_short_read_sample_7	1.0000009999999997	0.014075738095238101	0.3829796341646111	0.25606899999999977	0.9219858156028369	0.8783783783783784	0.8996539792387545	260.0	36.0	22.0	296.0	0.8176100628930818	4.427458052756383	0.7780629832429992	0.13708330009780614
sylph.profile	marmgCAMI2_short_read_sample_8	1.0000059999999993	0.010765023523809515	0.3801890812188627	0.2235680000000001	0.9130434782608695	0.8848314606741573	0.8987161198288159	315.0	41.0	30.0	356.0	0.8160621761658031	4.44804006691153	0.7571221297219345	0.11937658986883783
sylph.profile	marmgCAMI2_short_read_sample_9	0.999999	0.014167886095238107	0.36343428458822324	0.29776099999999966	0.922509225092251	0.8741258741258742	0.8976660682226213	250.0	36.0	21.0	286.0	0.8143322475570033	4.51593826542751	0.7984343712783616	0.16375709519119136
